number,title,pageid,namespace,length,touched
467,Battle_of_Banjo,38555418,,9576,20260201133430
468,Second_Battle_of_Edea,38565266,,6032,20260227003645
469,First_Battle_of_Jaunde,38565416,,2750,20260227004726
470,Second_Battle_of_Jaunde,38565714,,3503,20260202003806
471,First_Battle_of_Edea,38568320,,8001,20260225071418
472,Battle_of_Hareira_and_Sheria,38704180,,106647,20251119223310
473,Third_attack_on_Anzac_Cove,38768440,,36656,20250919095830
474,Battle_of_Tel_el_Khuweilfe,38866012,,81792,20251119223411
475,Charge_at_Sheria,39008501,,40055,20251119223401
476,"Operations_on_the_Ancre,_January–March_1917",39262148,,80842,20260407082157
477,Charge_of_Burkel,39271475,,5894,20250728014947
478,Delville_Wood_order_of_battle,39595750,,38626,20240211073520
479,Capture_of_Wadi_el_Hesi,39910072,,42243,20251119223421
480,Battle_of_Pozzuolo,39920554,,7232,20251119222924
481,Capture_of_Fricourt,39943953,,55870,20251110202821
482,Riga_offensive_(1917),39971199,,23579,20260327102758
483,Invasion_of_Darfur_(1916),40506537,,30777,20260331160000
484,Spring_Offensive_order_of_battle,40738529,,12509,20250712002437
485,Siege_of_Novogeorgievsk,40784453,,22902,20260322203448
486,Battle_of_Bir_el_Abd,40939672,,14969,20251119223248
487,Raid_on_Jifjafa,40950218,,16189,20251119223327
488,Battle_of_Buggenhout,41510873,,12613,20260114234917
489,Battle_for_No.3_Post,41526184,,25176,20250801091839
490,Battle_of_Florina,41618413,,7514,20251119223120
491,Siege_of_Namur_(1914),41628310,,30832,20251231000336
492,Second_attack_on_Anzac_Cove,41677981,,2565,20260221155709
493,Montenegrin_campaign,41682753,,11625,20251119223147
494,Third_bombardment_of_mount_Lovćen,41683970,,9671,20251119223137
495,Battle_of_Kosturino,41817006,,23809,20251119223131
496,Battle_of_Monastir_(1917),42209408,,8370,20251119223143
497,Battle_of_Rossignol,42416345,,38123,20260115173048
498,Baranovichi_offensive,42748406,,5003,20260111234758
499,Raid_on_Bir_el_Hassana,42759040,,8497,20251119223250
500,Battle_of_La_Malmaison,43164300,,83065,20251112000751
501,First_Battle_of_Picardy,43490005,,24586,20260216001147
502,Battle_of_Rafajlowa,43589454,,6486,20260221220236
503,Charge_of_Rokitna,43599854,,6785,20260227005204
504,Capture_of_Le_Quesnoy_(1918),43711610,,24894,20260113015849
505,Capture_of_Le_Sars,43918430,,25806,20260320070453
506,Capture_of_Martinpuich,43933849,,27213,20251108105158
507,Capture_of_Gueudecourt,43946901,,32153,20251108222551
508,Capture_of_Lesbœufs,43956752,,33839,20251110204929
509,Capture_of_Eaucourt_l'Abbaye,43964511,,29894,20251108222915
510,Capture_of_Montauban,44022635,,72270,20251110210147
511,Capture_of_Mametz,44057436,,64083,20251129140154
512,Capture_of_Combles,44093143,,47627,20260321144329
513,Capture_of_La_Boisselle,44146959,,74054,20251110204635
514,Battle_of_Krechowce,44148914,,7118,20251222234718
515,Battle_of_Mołotków,44148965,,4098,20251129081542
516,German_phosgene_attack_of_19_December_1915,44181888,,27379,20251108042915
517,Battle_of_Robănești,44189078,,11931,20250122235000
518,Gas_attacks_at_Wulverghem,44193521,,36176,20251108043349
519,Loss_of_the_Kink_Salient,44202550,,23110,20251202212815
520,Black_Sea_raid,44244084,,33525,20260412094337
521,Battle_of_Lai,44258499,,2879,20260201204010
522,Battle_of_Valenciennes_(1918),44260175,,13324,20251220105228
523,"Hohenzollern_Redoubt_action,_2–18_March_1916",44266486,,28027,20251108043116
524,Battle_of_Bobruysk_(1918),44528093,,3495,20250306045652
525,Battle_of_Tarłów,44528113,,2525,20250917125603
526,Battle_of_Arras_(1915),44627708,,4895,20250717165907
527,Battle_of_Laski_and_Anielin,44657648,,4597,20250414042537
528,Battle_of_Pakosław,44799021,,4870,20251123175027
529,Battle_of_Krzywopłoty,44875659,,3685,20260216003336
530,Battle_of_Naulila,44880784,,4783,20260228204759
531,Battle_of_Dinant,45383326,,26247,20260209230016
532,Capture_of_Wurst_Farm,45455903,,23402,20250624091318
533,Attack_on_the_Gommecourt_Salient,46530710,,74608,20251111135436
534,"Actions_of_the_Bluff,_1916",46574079,,35739,20251108043024
535,Battle_of_Fismes_and_Fismette,46939974,,7541,20260410173042
536,Battle_of_Mount_Hamrin,47178376,,7111,20251106005541
537,Battle_of_Istabulat,47237528,,16191,20251106005625
538,Battle_of_Dunajetz,47255560,,35029,20251030230739
539,First_Battle_of_the_Piave_River,47333462,,4734,20260117122100
540,Action_of_25_September_1917,47603255,,49773,20250624091540
541,Battle_of_Jastków,47650531,,3148,20260106001322
542,First_Battle_of_Dernancourt,47717977,,41566,20260324100616
543,Battle_of_Tabora,47732681,,11046,20251208232620
544,"Liberation_of_Serbia,_Albania_and_Montenegro_(1918)",48931981,,11395,20260125020941
545,Battle_of_Kumkale,49191034,,14680,20260307140302
546,Capture_of_Ovillers,49942250,,53680,20251110210847
547,Capture_of_Contalmaison,49993306,,66503,20251108045224
548,Capture_of_Stuff_Redoubt,50033853,,52393,20260317044159
549,Battle_of_the_Trouée_de_Charmes,50471993,,10434,20260117081036
550,Action_of_8_January_1916,50657096,,4427,20250415030103
551,Action_of_10_May_1915,50670142,,27979,20260221111015
552,Battle_of_Amara,51393901,,8121,20251106003718
553,Battle_of_Helsinki,52219613,,18595,20250822233714
554,Y_Sap_mine,52223212,,25934,20251111051706
555,Battle_of_Viipuri,52247157,,10937,20250822191120
556,Battle_of_Syrjäntaka,52293515,,11832,20250822191559
557,Actions_of_30_September_–_4_October_1917,52308302,,46004,20250624092046
558,Actions_of_St_Eloi_Craters,52313304,,49428,20260227151947
559,Battle_of_Varkaus,52358202,,7903,20251219020227
560,Battle_of_Rautu,52526439,,10603,20260102173144
561,Battle_of_Lutsk,52581508,,9029,20260124081427
562,Battle_of_Antrea,52584345,,14069,20250812224939
563,Battle_of_Lahti,52666294,,14724,20251217223744
564,Battle_of_Galați,52676319,,28767,20250817205459
565,Invasion_of_Åland,52797751,,24073,20260121095401
566,"Gheluvelt_Plateau_actions,_July–August_1917",52958706,,120410,20250624091028
567,Battle_of_Kämärä,53029100,,8389,20250822191143
568,Capture_of_Westhoek,53065306,,53145,20260212083926
569,Action_on_the_Polderhoek_Spur,53251370,,39830,20250624093915
570,Action_of_22_October_1917,53347375,,60682,20250811104110
571,Battle_of_Länkipohja,53408331,,11462,20251217223637
572,Capture_of_Wytschaete,53657091,,63202,20251211175958
573,Battle_of_Vilppula,53988572,,9504,20250822191211
574,Battle_of_Ruovesi,54409989,,10675,20251002054407
575,Night_action_of_1/2_December_1917,54597602,,54924,20251026174838
576,Action_of_the_Cockcroft,54640648,,37360,20250811115813
577,Action_of_22_August_1917,54658421,,62887,20260207070632
578,German_attack_on_Vimy_Ridge_order_of_battle,54966735,,11371,20251108043614
579,German_attack_on_Vimy_Ridge,54966986,,49395,20260218190655
580,Battle_of_Ahvenkoski,55105734,,12631,20250822191502
581,Battle_of_Lioma,55188393,,33496,20251208232132
582,Second_Battle_of_Dernancourt,55563456,,40743,20240102044647
583,First_Battle_of_Morlancourt,56038719,,18769,20240102044647
584,Mahenge_offensive,56093041,,7259,20251208232706
585,Second_Romanian_campaign_of_World_War_I,56224343,,4160,20241106003756
586,Battle_of_Nasiriyah_(1915),56317972,,9246,20260221013120
587,Tabora_offensive,56345704,,28345,20251208232417
588,Raid_on_Ruse,56387530,,3645,20240724132229
589,Action_of_14/15_February_1918,56599980,,37222,20260216144702
590,Second_Battle_of_Morlancourt,56997924,,14639,20251123173711
591,Romanian_Black_Sea_Fleet_during_World_War_I,57065810,,8895,20250430062147
592,Third_Battle_of_Morlancourt,57123236,,21275,20250706110031
593,Battle_of_Hébuterne,57274147,,51745,20260306230943
594,Capture_of_Beaumont-Hamel,57276762,,44149,20250813200701
595,Battle_of_Goychay,57461342,,37544,20260402110923
596,Romanian_campaign_(1916),59066168,,18633,20251219194524
597,First_Battle_of_the_Jiu_Valley,59156144,,14154,20251027015920
598,Petsamo_expeditions,60180328,,22564,20250919183828
599,Maziua_raid,60652886,,8507,20251029154306
600,Attack_of_the_Dead_Men,61443402,,13266,20260309192552
601,Orsova_Offensive,61460040,,9531,20250711140642
602,Second_Battle_of_the_Jiu_Valley,61570627,,19361,20260302005749
603,First_Battle_of_Petrozsény,61580874,,13781,20250903230042
604,Battle_of_Predeal_Pass,61601305,,9111,20251027015854
605,Battle_of_Báránykút,61601950,,12544,20251119033219
606,Battle_of_Sălătrucu,61607656,,11648,20251027015903
607,Battle_of_Dragoslavele,61615506,,8854,20251027015732
608,Battle_of_the_Southern_Carpathians,61632325,,17214,20251027015918
609,Battle_of_Slatina,61665247,,8755,20251027015908
610,The_Romanian_Debacle,61675710,,16314,20260118100713
611,Romanian_campaign_(1917),61696810,,20259,20260321200139
612,Battle_of_the_Olt_Valley,61713083,,10546,20251027015917
613,Pitești–Târgoviște_Retreat,61717119,,12663,20251027015925
614,Battle_of_Brassó_(1916),61799926,,18861,20250709231517
615,Battle_of_Cinghinarele_Island,61857973,,5116,20251119223100
616,German_attack_on_Lagnicourt,61883242,,48251,20260412084631
617,First_attack_on_Bullecourt,61912324,,50355,20260411154101
618,Northern_front_of_the_Battle_of_Transylvania,61923040,,16913,20251027015922
619,Battle_of_the_Eastern_Carpathians,61947450,,7467,20251027015916
620,Siege_of_Najaf_(1918),62375986,,22384,20251113140437
621,1915_uprising_in_Karbala,62386372,,6031,20251106003804
622,1916_uprising_in_Hilla,62394642,,6590,20260107100533
623,Passage_of_the_Grande_Honnelle,62757429,,21771,20260315011318
624,Battle_of_Mezőlivádia,62914323,,7771,20250711111110
625,Nagyszeben_Offensive,63099167,,11625,20250711140715
626,Second_Battle_of_Petrozsény,63138251,,17783,20250729232634
627,Battle_of_Hyvinkää,63179001,,15387,20251228064239
628,Battle_of_Nagybár,63198008,,10991,20250711130549
629,Battle_of_Herkulesfürdő,63224937,,6436,20250710195807
630,Petrozsény_Offensive,63271621,,6764,20250903230057
631,Battle_of_Mount_Csindrel,63329245,,7486,20250529220211
632,First_Battle_of_Orsova,63425634,,6195,20250711131303
633,Third_Battle_of_Petrozsény,63482836,,15988,20250711131708
634,Raid_on_Porto_Buso,63483321,,11294,20250331162106
635,Battle_of_Sellenberk_(1916),63489595,,7679,20250711133158
636,Mamornița_border_clash,63662902,,3861,20251027015921
637,Veresmart_Offensive,63702413,,8900,20250711133505
638,Second_Battle_of_Oituz,64369172,,14710,20260405080414
639,First_Battle_of_Oituz,64376822,,3189,20250711130927
640,Defence_of_Iwardo,64427802,,21437,20260410201433
641,Battle_of_Nagyszeben_(1916),65004641,,50468,20250711130719
642,Battle_of_Kolun,65305294,,6400,20250711110506
643,White_War,65314800,,70152,20251119222933
644,Defense_of_Azakh,65573360,,21666,20260221013000
645,Kermanshah_operation,66117229,,9570,20260308005802
646,Action_of_11–12_December_1917,66204592,,51110,20260313011052
647,Battle_of_Binagadi,67115592,,9940,20260118002701
648,Bombardment_of_Belgrade_(1914),69737124,,11417,20260316161516
649,Invasion_of_Cheikh_Said,69738923,,4814,20251028015316
650,Battle_of_Kurdamir,69847781,,7761,20251119223455
651,Battle_of_Augustów_(1914),70112092,,6576,20260112004619
652,Bug–Narew_offensive,70825931,,24878,20251027032902
653,Battle_of_Charah,70954170,,11703,20260410194052
654,Battle_of_Suldouze,71207324,,5594,20260319141704
655,Urmia_clashes,71263096,,12329,20260204075219
656,Battle_of_Rasna,71317000,,2572,20250709233201
657,First_Battle_of_Przasnysz,71409458,,24052,20251206050701
658,Narew_Offensive,71437488,,18154,20260221220831
659,Second_Russian_invasion_of_East_Prussia_(1914),71446475,,16412,20260209132606
660,Vistula–Bug_offensive,71453320,,37305,20251118081414
661,Dniester_Front,71460545,,11075,20251118081611
662,Riga–Šiauliai_offensive,71460935,,27532,20251118081244
663,Battle_of_Łomża,71487775,,34735,20251027233802
664,Battle_of_Dibrivka,71520679,,17333,20260411091715
665,Battle_of_Monte_San_Michele,71572279,,6123,20250709232737
666,Battle_of_Cârlibaba,72062034,,3103,20251123174738
667,Bir_Hakeim_rescue,72148169,,12523,20251223153623
668,Capture_of_Wejh,72340235,,10820,20260120211458
669,Siege_of_Kaunas_(1915),72380855,,13637,20260221220732
670,Second_battle_of_Przasnysz,72381038,,14707,20251020022029
671,Battle_for_the_Vistula_bridgehead,72382000,,10802,20260117023453
672,Battle_of_Kalvarija,72396090,,8523,20250911033500
673,First_Riga_offensive,72478339,,20805,20251118080841
674,Battle_of_Vilnius_(1915),72497848,,35806,20260106170226
675,Battle_of_Seray_Mountain,72911672,,7015,20260304165200
676,Battle_of_Muş,74212199,,10287,20260203052337
677,Capture_of_Trabzon_(1918),74276194,,5233,20260129153025
678,Battle_of_Lempäälä,74521765,,5839,20250822191446
679,Battle_of_Tornio_(1918),74528052,,5135,20250822233551
680,Battle_of_Oulu,74533881,,6962,20251216010310
681,Battle_of_Hämeenlinna,74738946,,8259,20251203055148
682,Battle_of_Çapakçur,75008630,,5798,20260127164949
683,Dobruja_Campaign,75270229,,9494,20251010015823
684,Battle_of_the_Col_Basson,75294254,,6385,20251119222912
685,Battle_of_Flondar,75316324,,21343,20251210142103
686,Airstrike_on_Zonguldak,75402725,,5140,20260409022653
687,Battle_of_El_Tor_(1915),75537467,,5639,20251119223242
688,Battle_of_Vulcan_Pass,75616618,,2765,20250621031030
689,Battle_of_Choloki_(1918),75975529,,13356,20260412154028
690,Battle_of_Namacurra,76034490,,6292,20260328215411
691,Battle_of_Zhmerynka,76036851,,5221,20260309125327
692,Battle_of_Ad-Dakim,76145144,,6288,20260221013719
693,First_Battle_of_Ķekava,76163832,,4621,20250930045351
694,Second_Battle_of_Ķekava,76164623,,3606,20251001005430
695,Battle_of_Robat_Karim,76462306,,12812,20260329202714
696,Second_Battle_of_Bolimów,76562721,,24649,20260123134511
697,Second_Battle_of_Mons,76598809,,10339,20260410132820
698,Second_Brusilov_offensive,76656377,,41636,20251112204035
699,Battle_of_Podgora,76715459,,7418,20250819030654
700,Air_Battle_on_Istrana,76747712,,9139,20251201192304
701,Battle_of_Sentinella_Pass,77003122,,3582,20260130121528
702,Battle_for_Height_958,77103692,,11630,20260302064417
703,Battle_of_Mastara,77113835,,3961,20251119223457
704,Battle_of_Syniava,77148244,,2981,20250813174801
705,Landing_at_Cape_Domesnes,77328944,,5257,20251030180750
706,Battle_of_the_San_river_(1914),77339586,,9052,20260102034752
707,Battle_of_Kraków_(1914),77504322,,16176,20260309040340
708,Battle_of_Smorgon,77595706,,20780,20251107215303
709,Fall_of_Belgrade_(1915),77704595,,13501,20251220203547
710,Battle_of_Hill_383,77736948,,10071,20251230134233
711,Battle_of_the_Zolota_Lypa,77804283,,4617,20251123174430
712,Battle_of_Virbalis,77821344,,3591,20250823141129
713,Battle_of_the_Four_Rivers,77830237,,9301,20260124104202
714,Battle_of_Lorette_Hill,77848925,,10184,20250523210856
715,Raid_on_Lowca_and_Parton,77862610,,11357,20260119215005
716,Battle_of_Niš_(1915),77903332,,11356,20251206125539
717,Battle_of_the_Strypa_River,78012434,,15006,20251120233916
718,Battle_of_Seicheprey,78064862,,9445,20251027223820
719,Battle_of_Doss_Alto,78247770,,7648,20250816075033
720,Battle_of_Funchal,78281052,,13196,20251108114659
721,Action_of_8_June_1915,78286670,,8590,20250602212757
722,Battle_of_Terron,78322184,,7035,20251231065543
723,Battle_of_Daraa_(1918),78596032,,6743,20250710151413
724,Portuguese_campaign_in_Mozambique_(World_War_I),78634495,,10005,20251209113453
725,Naulila_Incident,78638038,,6037,20260228204819
726,Battle_of_Toboly,78771162,,11043,20250913163524
727,Battle_of_Ustechko_(1916),78785626,,9898,20250711133443
728,Raid_on_Ruhnu_(1917),78794685,,6026,20250905200422
729,Battle_of_Berestechko_(1916),79196048,,3773,20260130160219
730,Battle_of_Ushno,79425778,,12483,20260326010457
731,Battle_of_Caribou_Hill,79732725,,4360,20251022210329
732,Bombing_of_Warsaw_in_World_War_I,80200735,,12546,20260121214940
733,German_bombing_of_Monrovia,80200961,,24313,20260303081824
734,Second_Raid_on_the_Suez_Canal,80288775,,39722,20260410014837
735,Aerial_combat_of_5_October_1914,80358881,,14025,20260203032411
736,Battle_of_Vrigne-Meuse,80361671,,14579,20260206060658
737,Battle_of_Radymno,80370820,,3757,20260320221654
738,Battle_of_Nurunyu,81832016,,6818,20260104085656
739,Battle_of_Monte_Corno,82013420,,15519,20260322090549
740,Tarnopol_offensive,82053153,,28432,20260326130913
741,Battle_of_Bois_des_Caures,82079410,,11530,20260323224526
742,Battle_of_Dornach_(1914),82240251,,4913,20260216001608
743,Battle_of_Sheikh_Othman,82920410,,10759,20260411041856
25,Third_Battle_of_Ypres,222188,,205,20180103172729
82,Battle_of_Krithia,619364,,1880,20230427144121
347,Battle_of_Arleux,5783813,,419,20150320010924
366,Battle_of_St._Quentin_(September_1918),7148693,,319,20240102044421
374,Battle_of_Broken_Hill,7963694,,52087,20260221220605
464,Battle_of_Montfaucon,13499306,,293,20240102044421
518,Battle_of_Lagnicourt,18840842,,357,20250102150543
519,First_Battle_of_the_Scarpe,18840923,,280,20111229141838
520,First_Battle_of_Bullecourt,18840976,,316,20200615171433
521,Second_Battle_of_the_Scarpe,18841030,,342,20111229141037
522,Second_Battle_of_Bullecourt,18841046,,351,20200703211248
523,Third_Battle_of_the_Scarpe,18841058,,233,20080918021130
524,Battle_of_Hazebrouck,18841065,,314,20100922175107
544,Fourth_Battle_of_Ypres,20302415,,147,20180103172511
602,Battle_of_Albert_(1918),23082000,,3368,20250710151620
631,Battle_of_El_Burj,24079413,,1119,20251119223259
636,Battle_of_the_Ourcq,24184701,,286,20090921193739
638,Battle_of_the_Two_Morins,24197814,,306,20090921193903
639,Second_Battle_of_Noyon,24209432,,288,20240102044454
648,Battle_of_Revigny,24424799,,308,20120222123906
649,Battle_of_Vitry,24424845,,300,20120222124557
650,Battle_of_Malmaison,24424971,,329,20160729205830
653,Battle_of_Arras_(1918),24436199,,305,20190319125431
654,Battle_of_the_Ancre_(1918),24436514,,341,20201030132422
655,First_Battle_of_Noyon,24436661,,246,20111225153505
657,Battle_of_Matz,24456382,,408,20210429105549
658,Fourth_Battle_of_Champagne,24456502,,381,20241203205703
659,Battle_of_the_Mountain_of_Reims,24456640,,469,20111019044347
660,Battle_of_the_Mortagne,24540582,,325,20160508090308
662,Battle_of_the_Marshes_of_Saint-Gond,24548809,,307,20120222124947
664,Battle_of_Montdidier,24558851,,290,20240102044421
665,Battle_of_Tardenois,24559023,,467,20250405142932
666,Battle_of_Somme-Py,24616404,,288,20240102044421
667,Battle_of_Saint-Thierry,24616409,,302,20240102044421
668,Battle_of_Chesne,24616983,,281,20240102044421
672,Battle_of_Savy-Dallon,24916528,,263,20140518032736
673,Battle_of_Vauxaillon,24916547,,281,20140518032917
674,Second_Battle_of_Guise,24917452,,300,20240102044454
675,Battle_of_Thiérache,24917466,,327,20240102044506
738,Battle_of_the_Meuse,27978980,,292,20120123125649
741,First_Offensive_Battle_of_Verdun,28058254,,333,20240102045152
742,Second_Offensive_Battle_of_Verdun,28058270,,306,20120123132919
743,Battle_of_Mont_D'Origny,28058365,,299,20240102044421
746,Battle_of_the_Escaut_(1918),28058403,,288,20240102044421
747,Second_Battle_of_the_Lys_(1918),28058449,,240,20181027140629
748,First_Battle_of_Woevre,28058570,,281,20120123130958
797,Battle_of_Eski_Hissarlik,32818249,,1410,20260118170019
992,Battle_of_Saint_Hilaire-le-Grand,44875675,,2747,20250613151750
1000,Mines_in_the_Battle_of_Messines_(1917),46446060,,62637,20251120165829
1351,Battle_of_Lagarde_(1914),77295594,,4442,20260404142913
1367,Battle_of_Pskov_(1918),78090348,,467,20250510091213
1382,Battle_of_Jaroslawice,79467850,,3797,20250709232653
